Cell Line1,Cell Line2,Cell Line3,Protein,Gene,Descrip,Type,Cond
12.635335877922495,13.117031487326253,12.76611642676887,P52597,HNRPF,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3,H,TI_CT_PPHE
12.903478037662575,12.720340079853075,15.467434804290948,P10599-2,THIO,Isoform 2 of Thioredoxin OS=Homo sapiens GN=TXN,H,TI_CT_PPHE
11.732426012379127,11.604722878075826,11.457327394343501,P62861,RS30,40S ribosomal protein S30 OS=Homo sapiens GN=FAU PE=1 SV=1,H,TI_CT_PPHE
14.30573270798029,16.006233230571393,16.7532102371807,P49721,PSB2,Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1,H,TI_CT_PPHE
13.62637565312234,13.09735853718944,12.670213902134162,P46776,RL27A,60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=2,H,TI_CT_PPHE
14.576696679533583,13.246883177711673,13.42795837956491,P25787,PSA2,Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2,H,TI_CT_PPHE
11.254672948399602,14.19293437441115,13.284940487119371,P68036,UB2L3,Ubiquitin-conjugating enzyme E2 L3 OS=Homo sapiens GN=UBE2L3 PE=1 SV=1,H,TI_CT_PPHE
14.415925163169348,15.186034907096923,14.197496130729746,P08195,4F2,4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3,H,TI_CT_PPHE
13.786118909589089,12.826038195952785,12.651261924145553,P46821,MAP1B,Microtubule-associated protein 1B OS=Homo sapiens GN=MAP1B PE=1 SV=2,H,TI_CT_PPHE
16.269014750513055,15.169445362387059,15.642447214962845,P05386,RLA1,60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1,H,TI_CT_PPHE
14.127534588686416,14.118549217156977,14.76540615762063,O14558,HSPB6,Heat shock protein beta-6 OS=Homo sapiens GN=HSPB6 PE=1 SV=2,H,TI_CT_PPHE
11.89555240395594,11.763059983818014,12.340032945202884,A6PVY3,F177B,Protein FAM177B OS=Homo sapiens GN=FAM177B PE=2 SV=1,H,TI_CT_PPHE
11.34806340335307,12.229655241909287,11.990815875958045,P46777,RL5,60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3,H,TI_CT_PPHE
14.365366953803003,14.768071071214296,12.999964317519087,P18621,RL17,60S ribosomal protein L17 OS=Homo sapiens GN=RPL17 PE=1 SV=3,H,TI_CT_PPHE
16.192625297478994,16.453491569717993,16.625770650903714,P08670,VIME,Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4,H,TI_CT
13.45663945426559,12.109798833224811,12.098183101653891,P00002,PC,PepCalMix,H,TI_CT
15.74911848744352,15.963443307854506,16.257766301930747,P04264,K2C1,"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6",H,TI_CT
16.625054991412945,15.694585190538245,16.633467582760108,P35908,K22E,"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2",H,TI_CT
18.877663138119775,19.103483601659214,18.744027004421763,P13645,K1C10,"Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6",H,TI_CT
15.40364559557053,15.798363777246077,14.511843732722083,P35527,K1C9,"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3",H,TI_CT
16.60735238164044,15.312074729659809,16.45636996005611,P02533,K1C14,"Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4",H,TI_CT
16.349664256530225,17.807918947151776,19.933011828603224,P02545,LMNA,Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1,H,TI_CT
16.02847462220633,16.43354495251211,16.289072791261212,P14618,KPYM,Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4,H,TI_CT
14.032848645254841,12.844043587544256,12.244253876674057,P07437,TBB5,Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2,H,TI_CT
15.39521973215085,14.685551864759528,17.464347594925272,P07355,ANXA2,Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=2,H,TI_CT
15.634108309845871,17.025322994979074,16.57227117269598,P60709,ACTB,"Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1",H,TI_CT
11.415713889423767,12.861248255106855,11.053269718666204,P68032,ACTC,"Actin, alpha cardiac muscle 1 OS=Homo sapiens GN=ACTC1 PE=1 SV=1",H,TI_CT
16.425936896343337,16.61718921576118,15.611969606422708,P13639,EF2,Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4,H,TI_CT
16.659923890554737,16.885427087091614,16.226868044506862,P06733,ENOA,Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2,H,TI_CT
15.844217003857969,15.408005524098701,15.760778423611102,P11021,GRP78,78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2,H,TI_CT
16.074816072848243,14.829747019231535,15.392611084180986,P68363,TBA1B,Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1,H,TI_CT
13.681621067103594,13.33443160605989,13.572341918613771,Q13509,TBB3,Tubulin beta-3 chain OS=Homo sapiens GN=TUBB3 PE=1 SV=2,H,TI_CT
15.72448636619431,16.84934802818611,16.93037399556583,P04406,G3P,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3,H,TI_CT
16.683763210822477,17.455707214949346,16.658884358409725,P08758,ANXA5,Annexin A5 OS=Homo sapiens GN=ANXA5 PE=1 SV=2,H,TI_CT
16.962992617291253,16.34009521108815,16.11564896067106,P00338,LDHA,L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2,H,TI_CT
15.527076350509974,15.589978160854804,14.32675204251849,Q5VTE0,EF1A3,Putative elongation factor 1-alpha-like 3 OS=Homo sapiens GN=EEF1A1P5 PE=5 SV=1,H,TI_CT
16.167620104889057,16.829161015877627,15.805122842091478,P04083,ANXA1,Annexin A1 OS=Homo sapiens GN=ANXA1 PE=1 SV=2,H,TI_CT
15.230678265947606,15.253854306855578,17.291506631428025,P11142,HSP7C,Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1,H,TI_CT
14.948885407416535,14.96341158191486,15.324924068630475,P68104,EF1A1,Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1,H,TI_CT
15.047415255775174,17.34916624474137,14.675870612240695,P08238,HS90B,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,H,TI_CT
16.030013177562036,16.1354855820105,16.74048534201369,P14625,ENPL,Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1,H,TI_CT
16.255228401567795,13.336192413104587,16.527227076600003,P13647,K2C5,"Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3",H,TI_CT
15.710384067764137,15.742674289966413,15.850282022935804,O43707,ACTN4,Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2,H,TI_CT
15.72930489645674,16.231764916726387,17.405989786674407,P21333,FLNA,Isoform 2 of Filamin-A OS=Homo sapiens GN=FLNA,H,TI_CT
14.88165485036813,15.334045988653093,14.95028991089124,P60174,TPIS,Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3,H,TI_CT
16.307554071069784,14.271814865584918,14.757161522485456,P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2,H,TI_CT
17.823522799902925,18.092877495567173,14.151192815804079,P07900,HS90A,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,H,TI_CT
12.797557743175467,12.9314055535166,14.4474909152261,P62805,H4,Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2,H,TI_CT
15.70221211908197,16.299618014007596,14.527489747017308,P04075,ALDOA,Isoform 2 of Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA,H,TI_CT
15.108223545292823,15.028348740146575,14.48245480020226,P63104,1433Z,14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1,H,TI_CT
13.68319856818105,14.68418429725319,14.782687081478288,P27797,CALR,Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1,H,TI_CT
15.506967687941579,15.9238062299333,15.13194130733553,Q8N257,H2B3B,Histone H2B type 3-B OS=Homo sapiens GN=HIST3H2BB PE=1 SV=3,H,TI_CT
16.85553304155508,15.45997814950855,17.2930654809054,P09382,LEG1,Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2,H,TI_CT
14.80174411774972,13.295888708282774,12.862607272732966,P31946,1433B,Isoform Short of 14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB,H,TI_CT
15.492144964025439,15.414357789565384,14.939784131823075,P25705,ATPA,"Isoform 2 of ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1",H,TI_CT
12.491515991192024,14.32409978126396,14.85145838090123,P07737,PROF1,Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2,H,TI_CT
13.581206766987734,14.731216303951983,12.331669374122836,P62328,TYB4,Thymosin beta-4 OS=Homo sapiens GN=TMSB4X PE=1 SV=2,H,TI_CT
16.074258406435447,15.498993834751731,15.960415596949787,P07195,LDHB,L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2,H,TI_CT
16.88496494387639,15.016134486949582,14.26636448777248,P10809,CH60,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2",H,TI_CT
12.813223813120477,12.325143147219247,13.358785590280819,P81605,DCD,Dermcidin OS=Homo sapiens GN=DCD PE=1 SV=2,H,TI_CT
20.241374736511553,17.988128227760477,17.29757809292717,P35579,MYH9,Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4,H,TI_CT
12.385164905814579,11.761965658489315,11.069271117996548,Q96QV6,H2A1A,Histone H2A type 1-A OS=Homo sapiens GN=HIST1H2AA PE=1 SV=3,H,TI_CT
16.406096989090063,14.420746324808235,15.763940750834315,Q9NZT1,CALL5,Calmodulin-like protein 5 OS=Homo sapiens GN=CALML5 PE=1 SV=2,H,TI_CT
14.545249487355484,12.123266245171635,14.20982262815659,P00558,PGK1,Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3,H,TI_CT
14.909484644555887,19.4838543062848,16.695867005448193,P69905,HBA,Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2,H,TI_CT
16.277643737885086,16.04620385958582,16.158408662387707,Q15149,PLEC,Isoform 4 of Plectin OS=Homo sapiens GN=PLEC,H,TI_CT
16.451658801363063,17.537024481921872,15.91854184710416,P30101,PDIA3,Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4,H,TI_CT
14.011173275051975,13.446390458458252,17.405387625428144,O43852,CALU,Calumenin OS=Homo sapiens GN=CALU PE=1 SV=2,H,TI_CT
15.513322618030331,13.281886952328712,13.499639535916852,P06576,ATPB,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3",H,TI_CT
11.877602483106145,11.807635718381576,13.917451869222763,P50990,TCPQ,Isoform 2 of T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8,H,TI_CT
14.864824678055388,14.720537396694537,14.21223493981928,P60660,MYL6,Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=2,H,TI_CT
13.74749215468942,14.935219934713286,15.310322276772077,P32119,PRDX2,Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5,H,TI_CT
14.353897689734039,14.533689630778209,13.538602130097148,P40926,MDHM,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3",H,TI_CT
14.8078694445207,13.649763588534443,13.918236329527149,O60701,UGDH,UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH PE=1 SV=1,H,TI_CT
14.985842232240984,17.037458081609987,17.604936941791276,P31949,S10AB,Protein S100-A11 OS=Homo sapiens GN=S100A11 PE=1 SV=2,H,TI_CT
17.08577616616406,16.385747091318024,17.653989341983163,Q09666,AHNK,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2,H,TI_CT
12.293397847283869,14.2150838533237,14.26208498068156,P05388,RLA0,60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1,H,TI_CT
17.43607226825497,17.06909096402473,17.278818390931843,P07237,PDIA1,Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3,H,TI_CT
15.726076765318496,16.18814534041334,14.003230691932771,P22626,ROA2,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2,H,TI_CT
14.11975055672582,13.874503905757754,14.253930681728233,Q06830,PRDX1,Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1,H,TI_CT
16.467921775429662,15.488218757555504,15.703483751813398,P61604,CH10,"10 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2",H,TI_CT
14.8111865145344,13.53348349759427,13.33805609383003,P26038,MOES,Moesin OS=Homo sapiens GN=MSN PE=1 SV=3,H,TI_CT
13.796157093862632,13.86795899434281,14.345133795897755,P62081,RS7,40S ribosomal protein S7 OS=Homo sapiens GN=RPS7 PE=1 SV=1,H,TI_CT
12.867035225476467,11.888930493531207,11.25244613036698,O60814,H2B1K,Histone H2B type 1-K OS=Homo sapiens GN=HIST1H2BK PE=1 SV=3,H,TI_CT
14.692488088120047,16.11209259561757,15.043992181860672,P62277,RS13,40S ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2,H,TI_CT
11.537994840109798,12.146340691247733,13.579969440573118,P0DP23,CALM1,Calmodulin-1 OS=Homo sapiens GN=CALM1 PE=1 SV=1,H,TI_CT
12.411412921732401,13.502523378756635,10.884666426500758,P50395,GDIB,Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2,H,TI_CT
13.13364325713992,15.99931736341387,13.149751983704052,P37802,TAGL2,Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3,H,TI_CT
16.01433036710207,11.801681938407368,11.510079635519196,P22392,NDKB,Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1,H,TI_CT
12.941515802066887,14.928951207397722,13.224343505082064,P23284,PPIB,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2,H,TI_CT
15.014243824726272,11.920809047089582,15.215187100132336,P05387,RLA2,60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1,H,TI_CT
11.316365185046195,14.595529153184982,12.823831485228071,P17931,LEG3,Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5,H,TI_CT
12.618521171922895,15.212704040331692,12.937779819576875,P62424,RL7A,60S ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2,H,TI_CT
14.032022474168036,15.666969113431021,14.438291467608433,P09601,HMOX1,Heme oxygenase 1 OS=Homo sapiens GN=HMOX1 PE=1 SV=1,H,TI_CT
13.533048797541033,12.859727147419214,13.700987873871872,P26641,EF1G,Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3,H,TI_CT
11.875650260828728,12.447703966758722,12.638790732409088,P62851,RS25,40S ribosomal protein S25 OS=Homo sapiens GN=RPS25 PE=1 SV=1,H,TI_CT
13.678798487106265,12.383803984045398,15.858518208716298,Q14103,HNRPD,Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1,H,TI_CT
12.760226193287362,12.723771624845112,13.754035854150708,P29692,EF1D,Isoform 2 of Elongation factor 1-delta OS=Homo sapiens GN=EEF1D,H,TI_CT
14.663894809545019,12.999736616806809,13.021532934878474,Q16658,FSCN1,Fascin OS=Homo sapiens GN=FSCN1 PE=1 SV=3,H,TI_CT
14.521762682512552,13.611872788067672,13.599975250203153,Q07065,CKAP4,Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2,H,TI_CT
15.945002053330834,14.935997163794008,14.75701621670982,P15880,RS2,40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2,H,TI_CT
14.900258661177876,15.174515374473826,13.944346399591504,P23396,RS3,40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2,H,TI_CT
15.56862686640212,14.201055583435016,13.907838827952304,P01023,A2MG,Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3,H,TI_CT
14.065690810256985,12.512428775039202,11.763607466923956,P16070,CD44,Isoform 10 of CD44 antigen OS=Homo sapiens GN=CD44,H,TI_CT
12.73810862031023,13.842038161912969,12.969183405255052,P06748,NPM,Isoform 2 of Nucleophosmin OS=Homo sapiens GN=NPM1,H,TI_CT
16.36148731325789,14.858233532724594,15.553661236455516,P08133,ANXA6,Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3,H,TI_CT
13.908320572765764,13.979488070453355,13.437242653581892,Q15084,PDIA6,Isoform 5 of Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6,H,TI_CT
17.033161819855824,17.118567060091365,15.171400435743267,P39019,RS19,40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2,H,TI_CT
14.900064621101794,15.765664654473962,17.572160870776035,P62269,RS18,40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3,H,TI_CT
13.864001905201278,12.814308159796136,14.349704906781906,P78371,TCPB,T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4,H,TI_CT
11.511944016345813,12.878688398367732,13.022019581858347,P06702,S10A9,Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1,H,TI_CT
13.319240625155762,13.721127346562303,11.835722425714454,Q14974,IMB1,Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2,H,TI_CT
16.013614464129052,14.077073989737842,15.76520685059202,Q9H299,SH3L3,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1,H,TI_CT
15.09066105637397,15.938013095879297,15.398394714336181,P27824,CALX,Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2,H,TI_CT
14.13253183440522,15.8833579272339,13.894359582076666,O00571,DDX3X,ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3,H,TI_CT
11.15350495069313,11.198096144131707,15.014015455383428,P05141,ADT2,ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7,H,TI_CT
16.60036399743027,16.065948258494267,16.561959961007762,P19338,NUCL,Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3,H,TI_CT
15.586812272461007,15.191496319042754,14.277547554662377,P16402,H13,Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2,H,TI_CT
13.001599847028997,13.137398536280312,11.803068720047808,P49368,TCPG,T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4,H,TI_CT
11.972673340012134,15.328961593048415,12.561972812457958,O60664-3,PLIN3,Isoform 3 of Perilipin-3 OS=Homo sapiens GN=PLIN3,H,TI_CT
13.34439376983539,13.526383554661885,11.391532915164921,O60506,HNRPQ,Isoform 2 of Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP,H,TI_CT
11.273348420551212,12.281228920442826,11.374392048389119,P15144,AMPN,Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4,H,TI_CT
14.057614891868269,15.133545341693916,13.265997848181994,P18085,ARF4,ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3,H,TI_CT
13.448978164641126,11.695522892044364,13.013302750438866,P30041,PRDX6,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3,H,TI_CT
14.02792931964128,11.59425670785746,13.593787729910716,P61353,RL27,60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2,H,TI_CT
15.058647949681909,17.623954892987015,17.29984213184668,Q02878,RL6,60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3,H,TI_CT
10.884949569174115,11.695388627540822,14.930014813362082,Q5D862,FILA2,Filaggrin-2 OS=Homo sapiens GN=FLG2 PE=1 SV=1,H,TI_CT
15.880998999751055,14.58694171398313,14.62322575062315,P07858,CATB,Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3,H,TI_CT
15.050551079995161,13.413173640804402,13.508567302311034,P60866,RS20,Isoform 2 of 40S ribosomal protein S20 OS=Homo sapiens GN=RPS20,H,TI_CT
13.645563115382563,16.18260342358704,13.34485526813567,Q00610,CLH1,Isoform 2 of Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC,H,TI_CT
13.317009402224729,12.918151881167427,11.382570870267475,P05109,S10A8,Protein S100-A8 OS=Homo sapiens GN=S100A8 PE=1 SV=1,H,TI_CT
15.040421680199346,13.887922794071725,13.830061044714258,Q00839,HNRPU,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6,H,TI_CT
14.340396955935724,15.435882404530513,14.237811728604708,O15511-2,ARPC5,Isoform 2 of Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5,H,TI_CT
11.455226499832106,12.010567750480167,11.563095168813788,Q16695,H31T,Histone H3.1t OS=Homo sapiens GN=HIST3H3 PE=1 SV=3,H,TI_CT
15.824386963374696,16.680143560420177,18.619059320985723,Q9P2E9-2,RRBP1,Isoform 1 of Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1,H,TI_CT
12.434402448844919,11.921822400004864,11.078878352533991,P62826,RAN,GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=1 SV=3,H,TI_CT
13.977647047130333,15.25586790637292,14.755486935731792,P07339,CATD,Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1,H,TI_CT
11.725536333223365,12.238266499402075,11.139229626862964,P62701,RS4X,"40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2",H,TI_CT
14.818128022748015,12.344077857547196,13.4764248260869,P61163,ACTZ,Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=1 SV=1,H,TI_CT
11.83039783254216,12.63004180218707,11.845425165991415,P02655,APOC2,Apolipoprotein C-II OS=Homo sapiens GN=APOC2 PE=1 SV=1,H,TI_CT
13.15352119691811,13.948575781708122,11.643097507954032,P46781,RS9,40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3,H,TI_CT
16.182706760918773,12.432416493601734,13.559984976756468,P51149,RAB7A,Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1,H,TI_CT
14.47432990856139,13.995498484890032,12.513326259403462,Q99584,S10AD,Protein S100-A13 OS=Homo sapiens GN=S100A13 PE=1 SV=1,H,TI_CT
11.838160372609304,14.163154101042938,12.1426367997328,P46940,IQGA1,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,H,TI_CT
14.405891470283992,12.343342995864573,14.115549571610462,Q96AY3,FKB10,Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens GN=FKBP10 PE=1 SV=1,H,TI_CT
12.961173218700672,13.331978770011421,13.486717631566231,P06396-2,GELS,Isoform 2 of Gelsolin OS=Homo sapiens GN=GSN,H,TI_CT
13.223255554490564,13.48003070093405,12.106641879406235,Q16881,TRXR1,"Isoform 3 of Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1",H,TI_CT
14.041631310318294,17.28019397018512,16.802041671352054,O75874,IDHC,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens GN=IDH1 PE=1 SV=2,H,TI_CT
13.961242820704484,14.757026254036786,13.949980906892662,P04632,CPNS1,Calpain small subunit 1 OS=Homo sapiens GN=CAPNS1 PE=1 SV=1,H,TI_CT
14.368923637220156,12.754413616275885,14.07109609109228,P63244,RACK1,Receptor of activated protein C kinase 1 OS=Homo sapiens GN=RACK1 PE=1 SV=3,H,TI_CT
14.376933410875028,14.037057420078968,13.436260271556703,P55072,TERA,Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4,H,TI_CT
12.937294694564132,11.773338025913196,12.061279118366425,P61981,1433G,14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2,H,TI_CT
12.93083510418432,11.661713849704409,11.42467204906049,P62847,RS24,40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1,H,TI_CT
12.77121806728801,12.869350186223516,12.797025096616187,P62899,RL31,60S ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1,H,TI_CT
12.538840618277328,12.10352856109352,12.36562873308852,Q6ZMT4-2,KDM7A,Isoform 2 of Lysine-specific demethylase 7A OS=Homo sapiens GN=KDM7A,H,TI_CT
11.87129298114514,13.414006631534429,11.734652628378937,P02768,ALBU,Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2,H,TI_CT
12.911943262577314,13.839467578742429,12.273095941958648,P17987,TCPA,T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1,H,TI_CT
12.750011781939971,12.110438121856031,12.50147587397151,P02647,APOA1,Apolipoprotein A-I OS=Homo sapiens GN=APOA1 PE=1 SV=1,H,TI_CT
13.577893705788652,13.534693696422707,14.48010738059276,P62906,RL10A,60S ribosomal protein L10a OS=Homo sapiens GN=RPL10A PE=1 SV=2,H,TI_CT
16.80504428792333,11.8207853601737,16.840518956372954,Q9Y616,IRAK3,Interleukin-1 receptor-associated kinase 3 OS=Homo sapiens GN=IRAK3 PE=1 SV=2,H,TI_CT
13.368218309282828,13.689019752946821,14.498821800652916,Q9H307,PININ,Pinin OS=Homo sapiens GN=PNN PE=1 SV=4,H,TI_CT
15.184908753086193,15.564944776555716,14.996427192789794,Q99471,PFD5,Prefoldin subunit 5 OS=Homo sapiens GN=PFDN5 PE=1 SV=2,H,TI_CT
11.815649534000539,12.124323186762703,11.999266605793315,Q9NZM1,MYOF,Isoform 2 of Myoferlin OS=Homo sapiens GN=MYOF,H,TI_CT
13.696614418494553,11.731991757906677,10.875619704324498,P50452,SPB8,Serpin B8 OS=Homo sapiens GN=SERPINB8 PE=1 SV=2,H,TI_CT
11.473173834001665,12.168188875776128,11.379894244689487,P30086,PEBP1,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens GN=PEBP1 PE=1 SV=3,H,TI_CT
13.535209783902397,12.593624634144629,11.700620201607338,P35606,COPB2,Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2,H,TI_CT
12.252114782161696,14.32867937956033,11.970808280490468,Q5T7P8-2,SYT6,Isoform 2 of Synaptotagmin-6 OS=Homo sapiens GN=SYT6,H,TI_CT
11.905133708327458,13.525929156455687,12.5452369058507,Q92598-2,HS105,Isoform Beta of Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1,H,TI_CT
